JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2457907.8500	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457908.2861	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457909.2944	5.0			Vis.	PEX		50		13158LAZ				Z				W SGR	AAVSO	STD				
2457909.5028	4.9			Vis.	SROF	U	46	50	X19002BAG				Z				W SGR	AAVSO	STD				
2457911.85139	4.3			Vis.	BBA	B	4.2	4.3	14436ERS	14436ESJ			Z				W SGR	AAVSO	STD				
2457914.5299	4.5			Vis.	AAX	BK	42	46	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457915.4993	4.8			Vis.	SROF	U	46	50	X19002BAG				Z				W SGR	AAVSO	STD				
2457916.4382	5.0			Vis.	AAX	BK	46	50	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457916.75000	5.2			Vis.	BBA	B	5.0	5.5	14436ERS				Z				W SGR	AAVSO	STD				
2457917.4514	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457918.4979	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457918.77222	4.4			Vis.	BBA	UB	4.3	4.6	14436ESJ	14436ERS			Z				W SGR	AAVSO	STD				
2457918.8542	4.5			Vis.	AAX	BK	42	46	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457920.1021	4.6			Vis.	PEX		46		13158LAZ				Z				W SGR	AAVSO	STD				
2457920.4847	4.5			Vis.	SROF	U	30	46	X19002BAG				Z				W SGR	AAVSO	STD				
2457920.5292	4.7			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457921.0875	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457921.49	4.9			Vis.	VED		NA		NA				Z				W SGR	AFOEV	STD				
2457922.2785	5.0			Vis.	PEX		50		13158LAZ				Z				W SGR	AAVSO	STD				
2457922.5542	4.7			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457923.48	5.0			Vis.	VED		NA		NA				Z				W SGR	AFOEV	STD				
2457923.5132	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457924.6660	5.1			Vis.	WSN		4.6	5.0	10196zz				Z				W SGR	AAVSO	STD				
2457924.79514	4.9			Vis.	BBA		4.8	5.0	14436ERS				Z				W SGR	AAVSO	STD				
2457925.0722	4.9			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457925.74444	4.9			Vis.	BBA		4.8	5.0	14436ERS				Z				W SGR	AAVSO	STD				
2457928.4674	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457928.71944	4.5			Vis.	BBA		4.3	4.6	14436ERS	14436ESJ			Z				W SGR	AAVSO	STD				
2457930.1132	5.0			Vis.	PEX		50		13158LAZ				Z				W SGR	AAVSO	STD				
2457930.5396	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457930.80347	4.9			Vis.	BBA		4.7	5.0	14436ERS				Z				W SGR	AAVSO	STD				
2457931.75903	5.1			Vis.	BBA		5.0	5.5	14436ESJ				Z				W SGR	AAVSO	STD				
2457932.0833	5.3			Vis.	PEX		50	55	13158LAZ				Z				W SGR	AAVSO	STD				
2457932.4806	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457932.7042	5.1			Vis.	WSN		4.6	5.0	10196zz				Z				W SGR	AAVSO	STD				
2457932.78125	5.2			Vis.	BBA		5.0	5.5	14436ERS				Z				W SGR	AAVSO	STD				
2457933.5014	4.9			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457933.6815	4.7			Vis.	WSN		4.6	5.0	10196zz				Z				W SGR	AAVSO	STD				
2457934.2444	4.8			Vis.	PEX		46	50	13158LAZ				Z				W SGR	AAVSO	STD				
2457934.89	4.6			Vis.	ERW	BK	4.56	4.63	VSS	7x50 Binos			Z				W SGR	RASNZ-VSS	STD				
2457935.47917	4.6			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457935.48264	4.6			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457936.46875	4.5			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457936.47222	4.5			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457936.69653	4.5			Vis.	BBA	B	4.3	4.6	14436ERS	14436ESJ			Z				W SGR	AAVSO	STD				
2457937.42708	4.7			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457937.43403	4.8			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457937.4924	4.9			Vis.	AAX	BK	46	50	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457938.43750	5.0			Vis.	RJG		49	56	SA1986				Z				W SGR	AAVSO	STD				
2457938.44097	4.9			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457940.4104	4.8			Vis.	SROF	U	46	50	X18674AC				Z				W SGR	AAVSO	STD				
2457942.4826	4.5			Vis.	AAX	BK	42	46	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457944.4069	4.5			Vis.	SROF	U	30	46	X18674AC				Z				W SGR	AAVSO	STD				
2457945.4076	4.8			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457946.4257	4.7			Vis.	AAX	KZ	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457946.42708	5.0			Vis.	RJG	U	49	56	SA1986				Z				W SGR	AAVSO	STD				
2457946.43056	5.1			Vis.	CAI	U	49	56	SA1986				Z				W SGR	AAVSO	STD				
2457946.4778	5.0			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457947.44097	4.7			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457947.44444	4.8			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457947.5056	5.1			Vis.	AAX	BK	51	55	ATLAS	MOON BSC			Z				W SGR	NEOA-JBS	STD				
2457947.64236	4.9			Vis.	FJCB	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457948.43750	4.7			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457948.44097	4.6			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457948.4681	4.7			Vis.	AAX	K	46	50	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457948.69028	4.9			Vis.	BBA		4.8	5.0	14436ERS				Z				W SGR	AAVSO	STD				
2457949.44444	4.5			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457949.44792	4.5			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457949.5090	4.5			Vis.	AAX	K	42	46	ATLAS	BSC			Z				W SGR	NEOA-JBS	STD				
2457949.5292	4.7			Vis.	SROF	U	46	50	X19002BAG				Z				W SGR	AAVSO	STD				
2457950.44097	4.5			Vis.	RJG		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457950.44444	4.4			Vis.	CAI		36	49	SA1986				Z				W SGR	AAVSO	STD				
2457950.65764	4.5			Vis.	BBA		4.3	4.6	14436ERS	14436ESJ			Z				W SGR	AAVSO	STD				
