Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64  |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|
|GRB160919858|21 45 14.4|+21 26 24|2016-09-19 20:35:37.611|  79.104|    2.318|    0.000|1.6753e-06|   1.9458e-08|   1.5124|         0.1723|         2.624|   3.7012|       1.5158|  1.468549e-02|          7.830209e-03|          7.830209e-03|   9.555454e+01|           1.913115e+01|           1.913115e+01|  -5.147957e-01|           4.489181e-01|           4.489181e-01| -2.219330e+00|          2.857242e+01|          2.857242e+01|             -1.024|            14.336|pflx_plaw              |                   0.927|flnc_comp              |                   0.963|
|GRB160519677|18 27 31.2|+21 27 36|2016-05-19 16:15:03.851|  19.200|    1.493|   -1.536|1.2779e-06|   4.4086e-08|   2.6948|         0.2740|        -1.088|   5.8362|       1.6423|  9.925648e-03|          2.939439e-03|          2.939439e-03|   9.972875e+01|           1.695774e+01|           1.695774e+01|  -9.286086e-01|           1.977513e-01|           1.977513e-01| -5.747831e+00|          1.480977e+02|          1.480977e+02|            -36.864|            16.384|pflx_plaw              |                   1.129|flnc_comp              |                   1.089|
|GRB100410356|08 40 04.8|+21 28 48|2010-04-10 08:31:57.469|   9.728|    2.202|   -5.888|8.2871e-07|   3.7830e-08|   2.0488|         0.3235|        -2.688|   5.2789|       1.5688|  1.357208e-01|          8.247565e-02|          8.247565e-02|   8.151627e+01|           1.659351e+01|           1.659351e+01|   8.984185e-01|           8.430557e-01|           8.430557e-01| -2.123385e+00|          4.084880e-01|          4.084880e-01|             -7.168|             0.000|pflx_plaw              |                   1.136|flnc_plaw              |                   1.020|
|GRB110820476|06 02 02.4|+21 37 48|2011-08-20 11:25:44.348|  11.264|    7.331|   -4.096|7.9811e-07|   4.3740e-08|   3.2365|         0.2519|        -1.088|   4.1212|       1.0991|  1.056736e+00|          7.245744e-01|          7.245744e-01|   3.543584e+01|           6.365927e+00|           6.365927e+00|   9.804536e-01|           6.739297e-01|           6.739297e-01| -2.162684e+00|          1.571710e-01|          1.571710e-01|             -4.096|             2.048|pflx_plaw              |                   1.075|flnc_comp              |                   1.152|
|GRB160820496|00 27 16.8|+21 51 00|2016-08-20 11:54:10.646|   0.384|    1.159|   -0.128|9.6589e-07|   3.5516e-08|   3.2363|         0.1862|        -0.320|  12.6665|       0.9929|  2.063950e-02|          2.152704e-03|          2.152704e-03|   7.642377e+02|           1.991472e+02|           1.991472e+02|  -8.106673e-01|           1.109996e-01|           1.109996e-01| -1.862500e+01|          1.044557e+08|          1.044557e+08|             -0.128|             0.320|pflx_comp              |                   0.901|flnc_comp              |                   1.001|
|GRB100301223|13 27 24.0|+19 49 48|2010-03-01 05:21:46.188|  26.625|    1.431|   -0.256|2.3963e-06|   6.0652e-08|   3.4079|         0.1916|         7.040|   5.2803|       0.8571|  1.146764e-01|          1.110699e+02|          1.110699e+02|   1.001761e+01|           1.550568e+04|           1.550568e+04|  -5.831611e-01|           2.383823e+02|           2.383823e+02| -1.567209e+00|          2.870190e-02|          2.870190e-02|             -1.024|            29.696|pflx_comp              |                   0.978|flnc_comp              |                   1.004|
|GRB180525151|06 53 09.6|+19 55 48|2018-05-25 03:37:59.082|   0.544|    0.689|   -0.064|1.4069e-07|   1.4025e-08|   1.3229|         0.1860|        -0.128|   8.9971|       1.0660|  1.908713e-02|          2.446242e-03|          2.446242e-03|   1.016042e+03|           4.096448e+02|           4.096448e+02|  -4.929292e-01|           1.974523e-01|           1.974523e-01| -8.044056e+00|          7.273097e+02|          7.273097e+02|             -0.064|             0.064|pflx_comp              |                   1.140|flnc_comp              |                   1.075|
|GRB110428338|08 33 45.6|+19 56 24|2011-04-28 08:07:05.245| 101.634|    2.919|  -53.761|1.5791e-05|   6.6613e-08|   9.9527|         0.3511|        25.536|  13.6710|       1.5917|  1.082973e-02|          1.729209e-03|          1.729209e-03|   4.773561e+01|           5.172375e+00|           5.172375e+00|  -1.349287e+00|           7.806826e-02|           7.806826e-02| -2.502736e+00|          1.646490e-01|          1.646490e-01|            -69.121|            99.842|pflx_comp              |                   0.954|flnc_band              |                   1.174|
|GRB150721431|16 46 24.0|+20 03 36|2015-07-21 10:21:06.447|   0.320|    0.181|   -0.064|1.2084e-07|   1.5680e-08|   1.3535|         0.2447|        -0.256|   5.9480|       1.3672|  9.945852e-03|          2.198364e-03|          2.198364e-03|   2.260747e+03|           3.212255e+03|           3.212255e+03|  -1.042835e+00|           2.509585e-01|           2.509585e-01| -5.932187e+00|          3.554573e+02|          3.554573e+02|            -13.184|             0.000|pflx_plaw              |                   1.104|flnc_plaw              |                   1.071|
|GRB110728056|11 06 24.0|+20 06 36|2011-07-28 01:20:22.816|   0.704|    0.231|   -0.128|3.2668e-07|   6.2992e-08|   2.0208|         0.2025|        -0.128|   4.7589|       0.9849|  2.352629e-02|          1.991642e-02|          1.991642e-02|   2.657800e+02|           2.357636e+00|           2.357636e+00|  -3.978154e-01|           4.857648e-01|           4.857648e-01| -1.622937e+00|          3.264869e-01|          3.264869e-01|             -0.128|             0.704|pflx_plaw              |                   1.001|flnc_comp              |                   1.255|
|GRB170825500|00 14 33.6|+20 07 12|2017-08-25 12:00:05.998|   7.168|    0.572|    0.256|6.5062e-06|   1.4159e-08|  32.4833|         0.4662|         3.584|  35.7602|       2.0789|  1.279726e-01|          4.314265e-02|          4.314265e-02|   3.426901e+01|           2.842852e+00|           2.842852e+00|  -8.412213e-01|           1.642318e-01|           1.642318e-01| -2.155014e+00|          3.211284e-02|          3.211284e-02|             -1.024|             9.216|pflx_sbpl              |                   1.024|flnc_sbpl              |                   1.053|
|GRB150412931|14 41 02.4|+20 07 48|2015-04-12 22:20:36.202|   0.640|    0.861|   -0.448|4.1528e-07|   2.9661e-08|   1.6511|         0.2027|        -0.192|   4.9471|       0.9535|  2.140695e-02|          8.874237e-03|          8.874237e-03|   3.631048e+02|           1.265913e+02|           1.265913e+02|   1.417653e-01|           4.774046e-01|           4.774046e-01| -2.038230e+00|          4.234156e-01|          4.234156e-01|             -0.128|             0.256|pflx_comp              |                   1.034|flnc_comp              |                   0.976|
|GRB160308709|08 33 04.8|+20 11 24|2016-03-08 17:00:39.271|  88.064|    3.727|   -1.280|8.2016e-07|   2.8393e-08|   1.2858|         0.1676|        -1.856|   3.5102|       1.2044|  2.562691e-03|          6.497922e-04|          6.497922e-04|   8.506052e+02|           6.035286e+02|           6.035286e+02|  -7.706567e-01|           3.361438e-01|           3.361438e-01| -5.966621e+00|          3.051102e+02|          3.051102e+02|             -2.048|            12.288|pflx_plaw              |                   1.049|flnc_plaw              |                   1.068|
|GRB101213451|16 05 15.4|+21 53 50|2010-12-13 10:49:20.799|  45.057|    1.950|    0.256|7.4027e-06|   1.0471e-07|   4.5265|         0.4023|         2.944|   7.8176|       2.0444|  9.267340e-03|          6.579347e-04|          6.579347e-04|   3.487449e+02|           3.384683e+01|           3.384683e+01|  -9.755006e-01|           6.427330e-02|           6.427330e-02| -2.374166e+00|          7.770982e-01|          7.770982e-01|             -1.024|            30.720|pflx_comp              |                   1.080|flnc_comp              |                   1.068|
|GRB170412988|10 57 31.2|+22 01 48|2017-04-12 23:42:55.680|  31.232|    1.280|    0.256|4.8200e-06|   3.7636e-08|   4.1806|         0.2646|         2.624|   7.5737|       1.1153|  7.277542e-03|          4.998036e-04|          4.998036e-04|   4.448983e+02|           4.598419e+01|           4.598419e+01|  -4.153154e-01|           8.682236e-02|           8.682236e-02| -5.907554e+00|          6.200761e+01|          6.200761e+01|             -1.024|            30.720|pflx_comp              |                   1.069|flnc_comp              |                   1.182|
|GRB100513879|21 24 09.6|+22 15 00|2010-05-13 21:05:57.669|  11.136|    1.145|   -0.768|3.7117e-06|   5.1765e-08|   7.1357|         0.2176|         2.816|   9.6848|       0.9939|  8.391246e-03|          7.796816e-04|          7.796816e-04|   2.310476e+02|           1.031845e+02|           1.031845e+02|  -1.328618e+00|           5.916191e-02|           5.916191e-02| -1.132339e+01|          1.934848e+05|          1.934848e+05|             -2.048|            11.264|pflx_comp              |                   1.020|flnc_comp              |                   1.053|
|GRB181016718|00 45 43.2|+22 22 48|2018-10-16 17:13:25.403|   0.080|    0.788|   -0.032|6.1424e-08|   2.1623e-08|   0.9163|         0.2065|        -0.256|   7.2417|       1.4274|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB140621827|01 40 19.9|+22 25 26|2014-06-21 19:50:10.894|   6.400|    0.810|    0.000|6.0634e-06|   5.0549e-08|   8.2701|         0.3066|        -0.128|  31.7045|       1.9366|  1.626607e-02|          9.561405e-04|          9.561405e-04|   5.889222e+02|           6.551447e+01|           6.551447e+01|  -6.640841e-01|           6.226802e-02|           6.226802e-02| -4.164785e+00|          8.264988e+00|          8.264988e+00|             -1.024|             7.168|pflx_comp              |                   0.956|flnc_comp              |                   0.853|
|GRB101107011|11 13 19.2|+22 25 48|2010-11-07 00:16:25.117| 375.814|    8.444|    2.304|7.2583e-06|   2.4241e-07|   3.4991|         0.2349|       333.509|   5.4578|       1.4236|  6.368695e-03|          9.717026e-04|          9.717026e-04|   1.431092e+02|           1.492425e+01|           1.492425e+01|  -9.817969e-01|           9.361394e-02|           9.361394e-02| -1.780078e+01|          1.341827e+08|          1.341827e+08|             -4.096|           350.210|pflx_plaw              |                   0.927|flnc_comp              |                   0.864|
|GRB180112842|11 35 40.8|+23 03 36|2018-01-12 20:12:28.340|   9.472|    3.849|   -0.256|1.4968e-06|   3.9272e-08|   2.2692|         0.1927|         0.448|   3.6156|       1.0876|  3.582770e-03|          2.565226e-04|          2.565226e-04|   1.331202e+03|           2.999034e+02|           2.999034e+02|  -6.126983e-01|           9.816551e-02|           9.816551e-02| -6.757053e+00|          1.560532e+02|          1.560532e+02|             -1.024|             5.120|pflx_plaw              |                   0.961|flnc_comp              |                   1.022|
|GRB131018673|20 17 38.4|+23 06 36|2013-10-18 16:08:39.181|  39.936|   12.331|   -1.024|2.7298e-06|   1.1750e-07|   1.6891|         0.2195|         5.760|   3.9147|       1.2880|  2.937737e-02|          1.055295e-02|          1.055295e-02|   9.096460e+01|           6.723526e+00|           6.723526e+00|   6.145498e-02|           2.771243e-01|           2.771243e-01| -3.394073e+00|          4.177325e+01|          4.177325e+01|             -1.024|            22.528|pflx_plaw              |                   0.968|flnc_comp              |                   1.103|
|GRB110709463|10 21 31.2|+23 07 12|2011-07-09 11:06:53.366|  24.061|    0.722|    0.003|6.9088e-06|   4.0753e-08|  15.7050|         0.4127|        17.152|  18.9392|       1.6960|  1.749100e-02|          1.976148e-03|          1.976148e-03|   9.583002e+01|           7.126640e+00|           7.126640e+00|  -1.118975e+00|           6.247568e-02|           6.247568e-02| -2.417366e+00|          1.894853e-01|          1.894853e-01|             -1.024|            26.624|pflx_comp              |                   1.143|flnc_comp              |                   1.237|
|GRB171201068|14 11 07.2|+23 07 48|2017-12-01 01:37:40.194|  59.136|    1.280|   -0.768|1.0581e-05|   4.6798e-08|   4.5214|         0.3844|        28.160|   7.8808|       1.9942|  1.759050e-02|          2.852523e-03|          2.852523e-03|   1.085429e+02|           8.741157e+00|           8.741157e+00|  -6.545294e-01|           1.036965e-01|           1.036965e-01| -2.314999e+00|          1.697588e-01|          1.697588e-01|             -4.096|            62.464|pflx_comp              |                   1.143|flnc_band              |                   1.161|
