Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |trigger_time           |t90     |t90_error|t90_start|fluence   |fluence_error|flux_1024|flux_1024_error|flux_1024_time|flux_64  |flux_64_error|flnc_band_ampl|flnc_band_ampl_pos_err|flnc_band_ampl_neg_err|flnc_band_epeak|flnc_band_epeak_pos_err|flnc_band_epeak_neg_err|flnc_band_alpha|flnc_band_alpha_pos_err|flnc_band_alpha_neg_err|flnc_band_beta|flnc_band_beta_pos_err|flnc_band_beta_neg_err|flnc_spectrum_start|flnc_spectrum_stop|pflx_best_fitting_model|pflx_best_model_redchisq|flnc_best_fitting_model|flnc_best_model_redchisq|
|GRB130606316|22 37 28.8|+12 29 24|2013-06-06 07:35:30.405|  24.128|    0.410|   -0.256|9.3619e-06|   3.9283e-08|  11.4041|         0.3216|         3.968|  15.3727|       1.3989|  1.051817e-02|          1.126156e-03|          1.126156e-03|   9.231016e+01|           8.325478e+00|           8.325478e+00|  -1.492895e+00|           5.839884e-02|           5.839884e-02| -2.674205e+00|          1.127164e+01|          1.127164e+01|             -2.048|            26.624|pflx_comp              |                   1.057|flnc_comp              |                   1.022|
|GRB161009651|07 27 19.2|+12 33 00|2016-10-09 15:38:07.192|  92.160|    4.104|    0.256|6.0674e-06|   3.2843e-08|   3.2877|         0.2495|         2.432|   5.6046|       1.2182|  1.151215e-02|          3.022588e-03|          3.022588e-03|   7.199992e+01|           9.751015e+00|           9.751015e+00|  -9.390419e-01|           1.523086e-01|           1.523086e-01| -2.668060e+00|          1.043501e+00|          1.043501e+00|             -2.048|            43.008|pflx_plaw              |                   1.055|flnc_comp              |                   1.024|
|GRB180404848|06 46 38.4|+12 33 36|2018-04-04 20:20:31.558|   0.544|    0.842|   -0.480|2.2967e-07|   3.9670e-08|   3.9626|         0.3283|        -0.704|  19.4061|       2.3236|  2.790277e-01|          1.915024e-01|          1.915024e-01|   5.149995e+01|           1.286707e+01|           1.286707e+01|  -4.698131e-01|           5.810088e-01|           5.810088e-01| -2.852005e+00|          3.946977e+01|          3.946977e+01|             -0.128|             0.128|pflx_plaw              |                   0.936|flnc_plaw              |                   1.087|
|GRB170120471|17 31 19.2|+12 34 12|2017-01-20 11:18:31.731|  28.928|    7.697|   -2.048|3.3067e-06|   4.5665e-08|   3.1402|         0.2387|         1.088|   6.1972|       1.1927|  4.124604e-03|          4.416490e-04|          4.416490e-04|   1.926326e+02|           3.984959e+01|           3.984959e+01|  -1.358793e+00|           7.488203e-02|           7.488203e-02| -8.122158e+00|          9.860853e+03|          9.860853e+03|             -2.048|            66.560|pflx_comp              |                   0.947|flnc_comp              |                   1.097|
|GRB120608777|20 53 02.4|+12 38 24|2012-06-08 18:38:33.035|  24.832|    3.840|  -14.336|3.1743e-06|   4.3021e-08|   3.6648|         0.2124|         0.192|   4.9907|       1.4557|  5.091180e-03|          1.994616e-03|          1.994616e-03|   7.676238e+01|           1.957804e+01|           1.957804e+01|  -1.313105e+00|           1.901022e-01|           1.901022e-01| -2.285779e+00|          2.780287e-01|          2.780287e-01|            -87.041|             9.216|pflx_comp              |                   0.928|flnc_comp              |                   1.047|
|GRB180410336|06 23 49.7|+12 48 40|2018-04-10 08:03:27.792| 102.402|    4.857|   -2.048|2.7022e-06|   6.1078e-08|   1.5062|         0.2653|        -1.536|   4.2655|       1.4565|  5.077763e-03|          1.369411e-02|          1.369411e-02|   1.368957e+02|           3.716912e+02|           3.716912e+02|  -8.745769e-01|           5.268097e-01|           5.268097e-01| -1.509955e+00|          3.594781e-01|          3.594781e-01|             -7.168|            18.432|pflx_plaw              |                   0.982|flnc_plaw              |                   1.030|
|GRB141004973|05 07 00.0|+12 49 26|2014-10-04 23:20:54.415|   2.560|    0.607|   -0.384|1.1787e-06|   3.3030e-08|   9.8080|         0.4074|        -0.192|  17.6507|       1.9159|  4.975863e-01|          1.829253e-01|          1.829253e-01|   2.781430e+01|           6.640205e+00|           6.640205e+00|   5.629793e-02|           5.374551e-01|           5.374551e-01| -1.891174e+00|          7.405281e-02|          7.405281e-02|             -1.024|             3.072|pflx_comp              |                   1.064|flnc_plaw              |                   1.019|
|GRB180905400|19 35 28.8|+12 54 00|2018-09-05 09:36:09.666|   7.168|    1.056|   -0.768|8.2933e-07|   3.0540e-08|   2.5895|         0.2553|         2.752|   6.4364|       1.2868|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB180721642|15 40 36.0|+12 55 12|2018-07-21 15:25:07.934|   0.064|    0.072|   -0.032|4.3443e-08|   1.5102e-08|   0.9794|         0.1515|        -0.640|   5.2222|       1.0762|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB100116897|20 20 04.8|+14 27 00|2010-01-16 21:31:00.242| 102.530|    1.485|    0.576|3.3393e-05|   1.6288e-07|  15.8687|         0.2324|        92.738|  18.0223|       0.9459|  1.139555e-02|          1.903064e-04|          1.903064e-04|   1.074432e+03|           7.581335e+01|           7.581335e+01|  -1.031098e+00|           1.661873e-02|           1.661873e-02| -3.986949e+00|          1.328572e+02|          1.328572e+02|             -2.048|           107.520|pflx_comp              |                   1.034|flnc_comp              |                   0.929|
|GRB150716552|19 06 33.6|+14 27 36|2015-07-16 13:14:38.785|  32.768|    5.684|   -6.912|1.0851e-06|   3.2184e-08|   1.5539|         0.1674|        -0.768|   3.3869|       1.0382|  2.749239e-03|          3.515654e-04|          3.515654e-04|   9.248490e+02|           3.961307e+02|           3.961307e+02|  -1.007174e+00|           1.484284e-01|           1.484284e-01| -7.592586e+00|          1.744889e+03|          1.744889e+03|             -9.216|             5.120|pflx_plaw              |                   1.016|flnc_plaw              |                   1.110|
|GRB111228453|22 02 36.0|+14 28 12|2011-12-28 10:52:50.520|   2.944|    0.979|    0.096|2.7472e-06|   4.2716e-08|  20.9830|         0.4417|         0.864|  23.7985|       1.9506|  2.171227e-01|          6.386520e-02|          6.386520e-02|   3.333787e+01|           1.302303e+00|           1.302303e+00|  -6.805598e-01|           1.505928e-01|           1.505928e-01| -3.308867e+00|          3.118999e-01|          3.118999e-01|             -1.024|             5.120|pflx_sbpl              |                   1.114|flnc_sbpl              |                   1.172|
|GRB170206453|14 11 09.6|+14 28 48|2017-02-06 10:51:57.696|   1.168|    0.102|    0.208|1.0153e-05|   1.1765e-07|  34.8277|         0.4334|         0.320|  56.9466|       2.0659|  1.096833e-01|          4.417405e-03|          4.417405e-03|   3.479916e+02|           1.516040e+01|           1.516040e+01|  -4.577412e-01|           3.562495e-02|           3.562495e-02| -2.586704e+00|          1.529515e-01|          1.529515e-01|             -0.384|             1.792|pflx_comp              |                   1.000|flnc_band              |                   1.042|
|GRB170403583|17 48 19.2|+14 31 48|2017-04-03 13:59:17.798|   0.480|    0.372|   -0.096|3.9017e-07|   1.8144e-08|   3.2418|         0.2597|        -0.320|  16.5969|       1.5123|  2.280241e-02|          1.270217e+01|          1.270217e+01|   1.823243e+00|           9.571520e+04|           9.571520e+04|  -1.446707e+00|           1.730896e+02|           1.730896e+02| -1.471716e+00|          4.656206e-02|          4.656206e-02|             -0.064|             0.192|pflx_comp              |                   0.858|flnc_comp              |                   0.995|
|GRB121012724|02 13 40.8|+14 34 48|2012-10-12 17:22:16.386|   0.448|    0.091|   -0.128|1.2729e-06|   1.0012e-08|   4.3081|         0.1941|        -0.192|  12.4083|       1.0918|  4.539538e-02|          9.438656e-03|          9.438656e-03|   3.593643e+02|           7.234900e+01|           7.234900e+01|  -1.961943e-01|           2.132137e-01|           2.132137e-01| -1.977157e+00|          3.298913e-01|          3.298913e-01|             -0.064|             0.320|pflx_comp              |                   0.970|flnc_comp              |                   0.902|
|GRB170530581|07 48 57.6|+14 34 48|2017-05-30 13:56:12.786|  19.456|    1.145|   -6.912|3.4046e-06|   3.3977e-08|   5.2325|         0.2717|         1.856|   6.6478|       1.1645|  1.897475e-02|          4.506802e-03|          4.506802e-03|   5.171851e+01|           3.716824e+00|           3.716824e+00|  -9.671850e-01|           1.261552e-01|           1.261552e-01| -2.739894e+00|          3.754439e-01|          3.754439e-01|             -9.216|            15.360|pflx_comp              |                   0.977|flnc_comp              |                   1.161|
|GRB140828288|09 28 02.6|+14 35 24|2014-08-28 06:54:12.179|  23.552|    7.799|   -4.096|3.7583e-06|   1.4971e-07|   3.5473|         0.2236|         2.432|   6.2411|       1.0126|  4.247792e-03|          8.001798e-04|          8.001798e-04|   1.460429e+02|           3.614766e+01|           3.614766e+01|  -1.505425e+00|           1.150556e-01|           1.150556e-01| -2.133514e+00|          4.032708e-01|          4.032708e-01|             -3.072|            19.456|pflx_plaw              |                   0.927|flnc_comp              |                   1.032|
|GRB140729026|12 55 48.0|+15 21 00|2014-07-29 00:36:53.709|  55.553|    4.382|    0.512|8.0522e-06|   7.2776e-08|   3.9939|         0.2157|         3.136|   6.3371|       1.1009|  6.334121e-03|          3.441705e-04|          3.441705e-04|   7.917986e+02|           9.309473e+01|           9.309473e+01|  -4.238361e-01|           8.782860e-02|           8.782860e-02| -1.110886e+01|          6.676419e+03|          6.676419e+03|              0.000|            28.672|pflx_comp              |                   1.078|flnc_comp              |                   1.091|
|GRB110825102|02 59 35.0|+15 24 25|2011-08-25 02:26:50.938|  62.465|    0.231|   11.648|4.6129e-05|   1.1104e-07|  53.7002|         0.4356|        15.488|  78.8359|       1.8753|  4.633761e-02|          1.271214e-03|          1.271214e-03|   2.049466e+02|           6.849380e+00|           6.849380e+00|  -1.029653e+00|           1.745987e-02|           1.745987e-02| -2.602219e+00|          1.911953e-01|          1.911953e-01|             -1.024|            81.920|pflx_comp              |                   1.038|flnc_sbpl              |                   1.145|
|GRB101015558|04 52 38.4|+15 27 36|2010-10-15 13:24:02.667| 508.168|    2.673|   -1.536|2.7569e-05|   1.2980e-07|   4.3181|         1.3675|       263.556|  15.9345|      21.2814|  9.051160e-03|          6.173971e-04|          6.173971e-04|   1.783537e+02|           9.190656e+00|           9.190656e+00|  -7.574579e-01|           4.472712e-02|           4.472712e-02| -3.062494e+00|          5.069706e-01|          5.069706e-01|            -14.336|           592.910|pflx_comp              |                   1.037|flnc_comp              |                   1.232|
|GRB160131174|07 32 07.2|+15 29 24|2016-01-31 04:09:56.714| 205.315|    1.810|   -0.768|1.1794e-05|   9.3259e-08|   6.4573|         0.3713|       181.699|   9.0211|       1.8622|  4.379960e-02|          2.184515e-02|          2.184515e-02|   4.006264e+01|           4.981972e+00|           4.981972e+00|  -7.533709e-01|           2.979884e-01|           2.979884e-01| -2.234464e+00|          8.790231e-02|          8.790231e-02|             -2.048|           208.900|pflx_plaw              |                   0.951|flnc_comp              |                   1.171|
|GRB180816930|14 09 07.2|+15 29 24|2018-08-16 22:19:52.324|  19.456|    5.473|   -6.400|1.9463e-06|   2.4263e-08|   3.2860|         0.3096|        -0.128|   6.0160|       1.4824|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB100111176|16 28 11.5|+15 33 03|2010-01-11 04:12:49.695|  19.520|    5.367|  -10.752|1.1460e-06|   2.1651e-08|   2.7472|         0.1607|         0.003|   4.7374|       0.9054|  2.945206e-01|          2.719882e+00|          2.719882e+00|   2.727941e+01|           2.127441e+01|           2.127441e+01|   2.858545e-01|           1.845472e+00|           1.845472e+00| -1.765326e+00|          3.354965e-01|          3.354965e-01|             -5.120|             5.120|pflx_plaw              |                   0.992|flnc_comp              |                   1.044|
|GRB100228544|13 19 19.2|+15 37 12|2010-02-28 13:02:41.283|  67.072|    4.720|   -3.072|2.7683e-06|   5.0460e-08|   1.6854|         0.1563|        27.968|   5.0208|       0.7650|  3.365410e-01|          8.933507e-01|          8.933507e-01|   4.448473e+01|           1.421141e+01|           1.421141e+01|   9.068980e-01|           6.231958e-01|           6.231958e-01| -2.014220e+00|          1.451747e-01|          1.451747e-01|             -4.096|            31.744|pflx_plaw              |                   1.023|flnc_comp              |                   1.157|
|GRB160727971|09 43 57.6|+16 24 00|2016-07-27 23:17:49.269|   3.136|    2.294|   -2.240|7.1259e-07|   5.0472e-08|   5.0111|         0.2458|        -0.448|   7.6942|       1.3077|  7.749679e+02|          6.607189e+03|          6.607189e+03|   2.168724e+01|           2.166933e+00|           2.166933e+00|   2.782685e+00|           1.588072e+00|           1.588072e+00| -2.305499e+00|          1.050615e-01|          1.050615e-01|             -2.048|             1.024|pflx_plaw              |                   0.989|flnc_comp              |                   1.050|
|GRB110228792|16 20 21.6|+16 24 36|2011-02-28 18:59:50.391|  17.152|    2.360|   -3.840|9.6014e-07|   2.3778e-08|   1.2544|         0.2097|         7.104|   3.7204|       1.2134|  2.129635e-03|          1.853981e-04|          1.853981e-04|   2.860945e+03|           5.664340e+03|           5.664340e+03|  -1.162044e+00|           1.021874e-01|           1.021874e-01| -1.904641e+00|          2.527878e+00|          2.527878e+00|             -4.096|            10.240|pflx_plaw              |                   1.132|flnc_plaw              |                   1.041|
|GRB100131730|08 01 36.0|+16 27 00|2010-01-31 17:30:57.670|   3.520|    0.453|    0.192|7.3386e-06|   7.6083e-08|  24.3424|         0.5078|         0.448|  36.5119|       2.3514|  3.355010e-02|          3.099525e-03|          3.099525e-03|   1.455490e+02|           1.091489e+01|           1.091489e+01|  -8.703726e-01|           5.582458e-02|           5.582458e-02| -2.356276e+00|          1.796074e-01|          1.796074e-01|             -1.024|            10.240|pflx_sbpl              |                   0.870|flnc_comp              |                   0.967|
|GRB120122300|06 26 19.2|+16 31 48|2012-01-22 07:12:06.037|  16.701|    1.881|    0.003|2.5999e-06|   4.8448e-08|   3.0468|         0.2428|         4.160|   5.0129|       1.2731|  1.210755e-02|          2.314929e-03|          2.314929e-03|   1.549968e+02|           1.972405e+01|           1.972405e+01|  -5.781527e-01|           1.361761e-01|           1.361761e-01| -2.297228e+00|          3.621116e-01|          3.621116e-01|             -1.024|            13.312|pflx_plaw              |                   0.969|flnc_comp              |                   1.048|
|GRB181014479|15 15 40.8|+16 32 24|2018-10-14 11:30:14.618|  33.537|    2.996|   -1.024|1.0197e-05|   8.8568e-08|   7.7721|         0.5556|         8.256|  16.4353|       3.2168|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB110220761|12 21 57.6|+16 34 48|2011-02-20 18:16:21.629|  33.024|    8.738|   -1.792|2.1136e-06|   2.6161e-08|   3.4645|         0.2247|        -0.128|   4.7431|       1.0242|  5.221814e-03|          1.140676e-03|          1.140676e-03|   2.118978e+02|           6.171629e+01|           6.171629e+01|  -1.093688e+00|           1.550856e-01|           1.550856e-01| -1.900160e+00|          6.042038e-01|          6.042038e-01|             -2.048|            20.480|pflx_comp              |                   0.940|flnc_comp              |                   0.999|
|GRB130612141|17 19 13.0|+16 42 22|2013-06-12 03:22:23.361|   7.424|    6.192|   -2.560|6.8023e-07|   6.2593e-08|   3.5650|         0.1745|        -1.344|   4.3922|       1.1445|  5.055743e-01|          2.085492e+00|          2.085492e+00|   2.893878e+01|           8.234922e+00|           8.234922e+00|   3.295284e-01|           5.639118e-01|           5.639118e-01| -2.253886e+00|          1.823583e-01|          1.823583e-01|             -2.048|             2.048|pflx_plaw              |                   1.007|flnc_plaw              |                   1.045|
|GRB120415076|14 14 09.6|+16 43 48|2012-04-15 01:49:57.682|  12.544|    4.128|   -0.512|2.2296e-06|   5.6946e-08|   4.4722|         0.2575|         1.152|   5.4775|       0.9981|  3.445969e-02|          2.017945e-02|          2.017945e-02|   6.818591e+01|           1.277764e+01|           1.277764e+01|  -7.567455e-02|           6.582495e-01|           6.582495e-01| -1.439989e+00|          3.515267e-02|          3.515267e-02|              0.000|            18.432|                       |                        |flnc_plaw              |                   1.130|
|GRB170422343|12 34 31.2|+16 49 12|2017-04-22 08:13:54.623|  25.344|    0.572|    8.672|2.1568e-05|   2.5015e-08|  13.0157|         0.3487|        10.080|  23.3088|       1.6279|  3.244457e-02|          1.029570e-03|          1.029570e-03|   2.047622e+02|           7.053024e+00|           7.053024e+00|  -6.736938e-01|           2.363372e-02|           2.363372e-02| -1.072583e+01|          8.800657e+03|          8.800657e+03|             -1.024|            48.128|pflx_comp              |                   1.157|flnc_comp              |                   1.152|
|GRB120905657|23 43 50.4|+16 59 24|2012-09-05 15:46:21.166| 195.587|   16.795|   -7.168|1.9567e-05|   6.3164e-07|   3.5534|         0.2281|        12.992|   5.0902|       1.0317|  2.768999e-02|          6.146226e-03|          6.146226e-03|   7.683739e+01|           3.766554e+00|           3.766554e+00|  -2.523147e-01|           1.161615e-01|           1.161615e-01| -2.585648e+00|          1.139746e-01|          1.139746e-01|             -4.096|           794.230|pflx_plaw              |                   0.987|flnc_band              |                   1.079|
|GRB150728151|06 41 45.6|+17 03 36|2015-07-28 03:37:26.494|   1.728|    0.373|    0.000|6.3255e-07|   1.8251e-08|   2.5962|         0.2086|        -0.128|   7.7948|       1.0132|  1.800230e-02|          3.441818e-03|          3.441818e-03|   4.199737e+02|           1.424487e+02|           1.424487e+02|  -8.004776e-01|           1.837849e-01|           1.837849e-01| -6.202430e+00|          5.064014e+02|          5.064014e+02|             -0.128|             1.536|pflx_plaw              |                   1.015|flnc_comp              |                   0.978|
|GRB161012214|22 01 16.8|+17 33 36|2016-10-12 05:07:50.896|  11.008|    1.379|   -5.120|9.9996e-07|   4.1495e-08|   1.9954|         0.2671|        -1.344|   4.4620|       1.2367|  1.600523e-03|          8.418702e-05|          8.418702e-05|   3.231174e+05|           1.649054e+08|           1.649054e+08|  -1.838139e+00|           4.535818e-02|           4.535818e-02| -2.000000e+00|          0.000000e+00|          0.000000e+00|             -5.120|             6.144|pflx_plaw              |                   1.030|flnc_plaw              |                   1.222|
|GRB130522510|08 56 36.0|+17 37 12|2013-05-22 12:14:31.135|  27.904|    3.367|   -0.512|3.9918e-06|   3.3348e-08|   7.0766|         0.2743|        15.232|  10.5192|       1.4038|  1.115814e-02|          1.350609e-03|          1.350609e-03|   6.661208e+01|           4.490131e+00|           4.490131e+00|  -1.391860e+00|           6.389892e-02|           6.389892e-02| -8.544998e+00|          4.078297e+03|          4.078297e+03|             -1.024|            23.552|pflx_comp              |                   1.004|flnc_comp              |                   1.203|
|GRB180722418|20 56 00.0|+17 37 12|2018-07-22 10:01:39.884|  51.457|    7.953|   -2.048|5.6258e-06|   6.3212e-08|   4.6974|         0.3098|        21.376|   6.9600|       1.7046|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB120824594|04 43 40.8|+17 37 48|2012-08-24 14:16:00.734| 111.618|    7.241|   -8.192|5.9192e-06|   4.1643e-08|   1.6913|         0.2077|        11.904|   3.6283|       1.2824|  1.084897e-02|          1.678394e-03|          1.678394e-03|   2.241322e+02|           2.499655e+01|           2.499655e+01|   3.065842e-02|           1.675269e-01|           1.675269e-01| -3.439572e+00|          4.282375e+01|          4.282375e+01|             -3.072|            48.128|pflx_plaw              |                   1.077|flnc_comp              |                   0.981|
|GRB101231067|12 46 50.4|+17 38 24|2010-12-31 01:36:50.611|  23.613|    0.572|    0.003|1.6829e-05|   1.1798e-07|  15.0203|         0.4047|        21.056|  22.3865|       1.8717|  3.615816e-02|          2.879120e-03|          2.879120e-03|   1.802580e+02|           1.119959e+01|           1.119959e+01|  -6.572936e-01|           5.163908e-02|           5.163908e-02| -2.375999e+00|          2.177055e-01|          2.177055e-01|             -1.024|            41.984|pflx_comp              |                   0.976|flnc_sbpl              |                   1.110|
|GRB110906302|01 45 16.8|+17 39 00|2011-09-06 07:15:13.419|  23.936|    2.550|   -5.376|3.7958e-06|   3.1430e-08|   5.4288|         0.3208|         0.640|   7.7987|       1.3729|  9.139882e-03|          1.015953e-03|          1.015953e-03|   2.242986e+02|           4.222646e+01|           4.222646e+01|  -9.877924e-01|           8.054316e-02|           8.054316e-02| -2.081164e+00|          2.330089e-01|          2.330089e-01|             -2.048|            11.264|pflx_comp              |                   0.972|flnc_comp              |                   1.061|
|GRB100502356|08 44 02.4|+18 22 48|2010-05-02 08:33:02.942|  95.810|    2.382|   -2.816|1.5598e-05|   2.0791e-07|   5.1806|         0.1974|        18.816|   7.3495|       0.8368|  5.168849e-03|          2.319948e-04|          2.319948e-04|   5.235993e+02|           8.258008e+01|           8.258008e+01|  -1.196636e+00|           3.529429e-02|           3.529429e-02| -5.867488e+00|          1.426105e+02|          1.426105e+02|             -9.216|           100.352|pflx_comp              |                   1.099|flnc_comp              |                   0.873|
|GRB100814351|08 11 16.8|+18 29 24|2010-08-14 08:25:25.746|   7.424|    0.923|   -0.768|4.1461e-06|   4.0753e-08|  10.3775|         0.3656|         3.584|  13.2105|       1.5580|  5.785700e-02|          9.922814e-03|          9.922814e-03|   8.512257e+01|           6.233932e+00|           6.233932e+00|  -5.970429e-01|           9.857565e-02|           9.857565e-02| -2.550212e+00|          1.979299e-01|          1.979299e-01|             -2.048|             7.168|pflx_comp              |                   1.068|flnc_band              |                   1.072|
|GRB120430980|03 09 00.0|+18 31 12|2012-04-30 23:30:43.349|  14.592|    2.172|   -2.304|5.5572e-07|   2.0683e-08|   1.6593|         0.2253|        -1.856|   3.0090|       1.0693|  3.186237e-03|          9.048717e-04|          9.048717e-04|   5.256757e+02|           4.166215e+02|           4.166215e+02|  -1.132654e+00|           2.246022e-01|           2.246022e-01| -7.152188e+00|          2.649626e+03|          2.649626e+03|             -2.048|             1.024|pflx_plaw              |                   0.988|flnc_plaw              |                   0.966|
|GRB180210517|00 07 22.0|+18 33 10|2018-02-10 12:24:38.548|  38.913|    0.724|    4.096|4.4195e-05|   4.8289e-08|  16.7224|         0.3383|        23.936|  23.6429|       1.5428|  5.300591e-02|          1.842354e-03|          1.842354e-03|   1.416278e+02|           2.699234e+00|           2.699234e+00|  -5.706943e-01|           2.138960e-02|           2.138960e-02| -2.561867e+00|          6.272936e-02|          6.272936e-02|             -1.024|            57.344|pflx_sbpl              |                   1.029|flnc_band              |                   1.165|
|GRB100719825|15 25 38.4|+18 33 36|2010-07-19 19:48:08.093|   3.072|    3.114|   -2.304|2.7414e-07|   2.4917e-08|   2.1832|         0.2615|        -0.448|   4.5709|       1.4528|  5.421880e-03|          1.184289e-03|          1.184289e-03|   4.153330e+02|           1.520612e+02|           1.520612e+02|  -5.719362e-01|           2.436756e-01|           2.436756e-01| -1.172071e+01|          1.565530e+05|          1.565530e+05|             -1.024|             1.024|pflx_plaw              |                   0.847|flnc_comp              |                   1.383|
|GRB100228873|07 51 57.6|+18 37 48|2010-02-28 20:57:47.668|   8.704|    2.318|   -2.048|6.9114e-07|   1.7624e-08|   2.4623|         0.1749|        -1.792|   4.2734|       0.8543|  9.612450e-02|          1.364946e+01|          1.364946e+01|   1.602444e+01|           2.025188e+02|           2.025188e+02|  -4.913479e-01|           4.441561e+01|           4.441561e+01| -1.711000e+00|          0.000000e+00|          0.000000e+00|             -2.048|             3.072|pflx_plaw              |                   1.129|flnc_plaw              |                   0.925|
|GRB100516396|19 50 43.2|+18 39 36|2010-05-16 09:30:38.317|   0.640|    0.487|   -0.576|1.8423e-07|   1.8716e-08|   1.1386|         0.1238|        -0.704|   3.5431|       0.4657|  3.615634e-02|          4.016464e-02|          4.016464e-02|   2.792068e+02|           1.516269e+02|           1.516269e+02|   1.614051e+00|           1.989841e+00|           1.989841e+00| -1.659212e+01|          2.862928e+06|          2.862928e+06|             -0.128|            -0.064|pflx_plaw              |                   0.952|flnc_plaw              |                   0.953|
|GRB100101988|04 42 38.4|+18 41 24|2010-01-01 23:42:15.183|   1.984|    2.049|   -1.024|1.8679e-06|   8.0543e-08|   2.0820|         0.1220|        -0.576|   3.1414|       0.4332|  6.297837e+00|          7.909386e+01|          7.909386e+01|   8.229864e+01|           6.059528e+01|           6.059528e+01|   3.537519e+00|           9.162760e-02|           9.162760e-02| -1.414893e+00|          1.095120e-01|          1.095120e-01|             -0.128|             0.832|pflx_plaw              |                   0.977|flnc_comp              |                   1.086|
|GRB181126162|05 22 19.2|+18 42 36|2018-11-26 03:52:50.350|   1.664|    0.453|   -1.472|4.8316e-07|   3.1581e-08|   1.5117|         0.2185|        -0.768|   7.4040|       1.0236|              |                      |                      |               |                       |                       |               |                       |                       |              |                      |                      |                   |                  |                       |                        |                       |                        |
|GRB150110433|14 28 00.0|+18 54 00|2015-01-10 10:23:38.232|  74.304|    0.716|   -1.344|7.9692e-06|   5.7576e-08|   7.4883|         0.2858|        61.120|  10.0926|       1.2452|  1.848322e-02|          2.474047e-03|          2.474047e-03|   7.150647e+01|           3.205574e+00|           3.205574e+00|  -9.290851e-01|           7.506013e-02|           7.506013e-02| -3.166599e+00|          8.768978e-01|          8.768978e-01|            -16.384|            77.824|pflx_comp              |                   1.022|flnc_comp              |                   1.029|
|GRB180116026|14 22 37.2|+18 57 32|2018-01-16 00:36:52.807|  59.904|   11.546|   -1.792|1.7318e-06|   1.9390e-08|   1.9752|         0.2374|        -1.472|   4.2124|       1.5761|  2.471524e-03|          6.001262e-04|          6.001262e-04|   1.977534e+02|           1.342929e+02|           1.342929e+02|  -1.557581e+00|           1.525754e-01|           1.525754e-01| -1.796879e+00|          1.298263e+00|          1.298263e+00|             -3.072|            30.720|pflx_plaw              |                   0.959|flnc_plaw              |                   1.003|
|GRB140105748|16 51 31.2|+19 01 48|2014-01-05 17:56:32.642|   0.576|    0.716|   -0.192|1.3030e-07|   2.1942e-08|   2.4291|         0.2362|        -0.256|   4.8626|       1.0805|  1.703086e-02|          4.673927e-03|          4.673927e-03|   4.048105e+02|           6.952365e+01|           6.952365e+01|  -8.418742e-02|           3.787139e-01|           3.787139e-01| -1.538086e+01|          2.569110e+06|          2.569110e+06|              0.000|             0.512|pflx_plaw              |                   0.990|flnc_comp              |                   1.032|
|GRB170816599|23 25 40.8|+19 05 24|2017-08-16 14:23:03.955|   1.664|    0.143|   -0.064|3.5432e-06|   1.9921e-08|   7.3244|         0.2867|        -0.448|  26.3168|       1.5343|  3.298817e-02|          1.227101e-03|          1.227101e-03|   1.337769e+03|           1.086815e+02|           1.086815e+02|  -5.768046e-01|           4.635974e-02|           4.635974e-02| -1.115493e+01|          9.524346e+03|          9.524346e+03|            -11.584|             1.600|pflx_comp              |                   0.958|flnc_comp              |                   1.003|
|GRB170821265|16 51 26.4|+19 06 36|2017-08-21 06:22:00.848|  52.992|   12.312|   -1.536|2.3688e-06|   6.0493e-08|   1.9827|         0.1863|         1.344|   4.2013|       1.1739|  3.248722e-03|          7.478569e-04|          7.478569e-04|   8.693160e+01|           5.211151e+01|           5.211151e+01|  -1.467494e+00|           2.195529e-01|           2.195529e-01| -1.883309e+00|          1.205976e-01|          1.205976e-01|             -2.048|            21.504|pflx_plaw              |                   1.012|flnc_plaw              |                   1.054|
|GRB130109206|01 09 48.0|+19 14 24|2013-01-09 04:56:26.261|   8.960|    1.208|   -3.584|2.5352e-06|   6.7822e-08|   6.7588|         0.2641|         1.920|   8.7975|       1.1087|  2.817790e-02|          9.212650e-03|          9.212650e-03|   7.229308e+01|           1.104913e+01|           1.104913e+01|  -7.418408e-01|           1.925271e-01|           1.925271e-01| -2.386028e+00|          4.257050e-01|          4.257050e-01|             -2.048|             7.168|pflx_comp              |                   0.993|flnc_comp              |                   1.119|
|GRB131014513|01 00 12.0|+21 25 48|2013-10-14 12:18:36.157|  30.208|    4.636|  -21.248|1.9481e-06|   4.6383e-08|   3.7500|         0.2893|         3.584|   6.8654|       1.6813|  8.312415e-03|          1.589311e-03|          1.589311e-03|   1.592279e+02|           2.952643e+01|           2.952643e+01|  -1.145395e+00|           1.028777e-01|           1.028777e-01| -7.397724e+00|          1.740281e+03|          1.740281e+03|            -22.528|             7.168|pflx_comp              |                   1.005|flnc_comp              |                   1.087|
